Date,Track,Artist,Album
2018-03-10 17:49:25-03:00,Love Like Mine,Miami Horror,All Possible Futures
2018-03-10 17:45:45-03:00,Platina,Gepe,GP
2018-03-10 17:39:20-03:00,We Used to Be Friends,The Dandy Warhols,Music From The O.C. Mix 1
2018-03-10 17:36:14-03:00,Hola,Miranda!,El Disco De Tu Corazón
2018-03-10 17:33:58-03:00,Un Jour Viendra,Yelle,Complètement Fou
2018-03-10 17:28:13-03:00,Can't Stand Me Now - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2018-03-10 17:24:40-03:00,A Little Respect - 2009 Remastered Version,Erasure,The Innocents
2018-03-10 17:19:33-03:00,URL Badman,Lily Allen,Sheezus (Deluxe Edition)
2018-03-10 17:15:25-03:00,Higher,Lily Allen,Higher
2018-03-10 17:09:01-03:00,You're My Waterloo,The Libertines,Anthems For Doomed Youth (Deluxe)
2018-03-10 17:05:52-03:00,What Katy Did Next,Babyshambles,Down in Albion
2018-03-10 17:02:21-03:00,Heavy Metal and Reflective,Azealia Banks,Broke with Expensive Taste
2018-03-10 16:57:15-03:00,Material Girl,Madonna,Celebration (double disc version)
2018-03-10 16:52:42-03:00,Stars Are Blind - Luny Tunes Remix feat. Wisin and Yandel,Paris Hilton,Stars Are Blind
2018-03-10 16:47:46-03:00,Express Yourself - Edit Version,Madonna,The Immaculate Collection
2018-03-10 16:44:13-03:00,Dancing on My Own,Robyn,Body Talk Pt. 1
2018-03-10 16:40:12-03:00,Who Do You Think You Are,Spice Girls,Spice
2018-03-10 16:35:59-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears
2018-03-10 16:32:27-03:00,Trigger Bang (feat. Giggs),Lily Allen,Trigger Bang (feat. Giggs)
2018-03-10 16:29:04-03:00,Pocketful of Sunshine,Natasha Bedingfield,Strip Me Away
2018-03-10 16:24:44-03:00,Borderline,Madonna,Celebration (double disc version)
2018-03-10 16:21:27-03:00,Him,Lily Allen,"It's Not Me, It's You [Special Edition]"
2018-03-10 16:17:30-03:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2018-03-10 16:13:55-03:00,Uneasy,Rita Ora,ORA
2018-03-10 16:10:06-03:00,Anaconda,Nicki Minaj,The Pinkprint (International Deluxe Explicit)
2018-03-10 16:06:08-03:00,Who'd Have Known - Acoustic,Lily Allen,"It's Not Me, It's You [Special Edition]"
2018-03-10 16:02:48-03:00,Overprotected - The Darkchild Remix - Remastered,Britney Spears,The Essential Britney Spears
2018-03-09 16:42:42-03:00,Dice Lo Que Siente - En Vivo,Miranda!,Luna Magistral
2018-03-09 16:38:56-03:00,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,Lily Allen,"Alright, Still [Deluxe]"
2018-03-09 16:33:09-03:00,Casa latina,Odisea,Odisea
2018-03-09 16:29:43-03:00,Don - En vivo,Miranda!,Luna Magistral
2018-03-09 16:26:21-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2018-03-09 16:24:08-03:00,Campus,Vampire Weekend,Vampire Weekend
2018-03-09 16:20:11-03:00,Here,Alessia Cara,Know-It-All (Deluxe)
2018-03-09 16:16:35-03:00,A Lack of Color,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-09 16:14:47-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-09 16:12:18-03:00,Three,Lily Allen,Three
2018-03-09 09:55:41-03:00,Agua,Miranda!,Es Mentira
2018-03-09 09:50:43-03:00,Stars Are Blind - Luny Tunes Remix feat. Wisin and Yandel,Paris Hilton,Stars Are Blind
2018-03-09 09:47:36-03:00,Un Jour Viendra,Yelle,Complètement Fou
2018-03-09 09:44:46-03:00,I Will Follow You Into The Dark,Death Cab for Cutie,Plans
2018-03-09 09:39:29-03:00,Pide,Javiera Mena,Otra Era
2018-03-09 09:36:11-03:00,Take on Me,a-ha,Hunting High and Low
2018-03-09 09:30:26-03:00,I Could Say - Acoustic,Lily Allen,"It's Not Me, It's You [Special Edition]"
2018-03-09 09:28:14-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-09 09:25:49-03:00,For Lovers,Wolfman,The Rough Trade Field Guide To Music Volume One
2018-03-09 09:21:41-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2018-03-09 09:18:26-03:00,Underneath It All,No Doubt,Rock Steady [UK Version (Ltd.)]
2018-03-09 09:15:04-03:00,Sol a Sol,Planeta No,Odio
2018-03-09 09:11:21-03:00,Bacán tu casa,Gepe,GP
2018-03-09 09:09:13-03:00,Three,Lily Allen,Three
2018-03-09 09:02:41-03:00,Float On,Modest Mouse,Good News For People Who Love Bad News
2018-03-09 08:58:52-03:00,Higher,Lily Allen,Higher
2018-03-08 18:13:26-03:00,Trigger Bang (feat. Giggs),Lily Allen,Trigger Bang (feat. Giggs)
2018-03-08 18:09:25-03:00,On My Mind,Ellie Goulding,Delirium (Deluxe)
2018-03-08 18:06:32-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2018-03-08 18:02:32-03:00,Underneath It All,No Doubt,Rock Steady [UK Version (Ltd.)]
2018-03-08 17:58:15-03:00,Men's Needs,The Cribs,"Men's Needs, Women's Needs, Whatever (Standard Version)"
2018-03-08 17:54:20-03:00,Goodbye Soleil,Phoenix,Ti Amo
2018-03-08 17:50:59-03:00,Trigger Bang (feat. Giggs),Lily Allen,Trigger Bang (feat. Giggs)
2018-03-08 17:48:49-03:00,22,Lily Allen,"It's Not Me, It's You [Special Edition]"
2018-03-08 17:45:44-03:00,Tucán,Miranda!,Magistral
2018-03-08 17:41:13-03:00,Love Tonight,evening glow,Perfect Harmony EP
2018-03-08 17:37:06-03:00,"Clearest Blue - Live From Spotify House, SXSW Texas / 2016",CHVRCHES,Spotify Sessions
2018-03-08 17:34:01-03:00,Long Distance Call,Phoenix,It's Never Been Like That (Deluxe Version)
2018-03-08 17:29:38-03:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2018-03-08 17:25:27-03:00,Belleza,Fármacos,Belleza
2018-03-08 17:22:25-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-08 17:19:41-03:00,Mi Only One,Princesa Alba,Mi Only One
2018-03-08 17:15:49-03:00,I Knew You Were Trouble,Taylor Swift,I Knew You Were Trouble.
2018-03-08 07:45:45-03:00,Biology,Girls Aloud,Ten (Deluxe Edition)
2018-03-08 07:43:07-03:00,Bootylicious,Destiny's Child,Survivor
2018-03-08 07:40:26-03:00,Your Love Is My Drug,Ke$ha,Animal
2018-03-08 07:37:02-03:00,Jenny From The Block - Track Masters Remix featuring Styles P. & Jadakiss,Jennifer Lopez,Dance Again...The Hits
2018-03-08 07:31:34-03:00,Real Slow,Miami Horror,Real Slow
2018-03-08 07:25:39-03:00,Get Out,CHVRCHES,Get Out
2018-03-08 07:22:30-03:00,Sol a Sol,Planeta No,Odio
2018-03-08 07:14:29-03:00,California - Tchad Blake Mix,Phantom Planet,The Guest
2018-03-08 07:11:09-03:00,Overprotected - The Darkchild Remix - Remastered,Britney Spears,The Essential Britney Spears
2018-03-08 07:08:57-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-08 07:06:38-03:00,"Suerte (Whenever, Wherever)",Shakira,Laundry Service
2018-03-08 07:02:51-03:00,Sol a Sol,Planeta No,Odio
2018-03-08 07:01:31-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2018-03-08 06:57:17-03:00,Some Velvet Morning - New Version,Primal Scream,Dirty Hits - Limited Edition
2018-03-08 06:50:19-03:00,TI AMO,Phoenix,Ti Amo
2018-03-07 17:56:34-03:00,Amiga Mía,Los Prisioneros,Corazones
2018-03-07 17:52:26-03:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2018-03-07 17:48:35-03:00,Inteligencia Dormida,Pedropiedra,Pedropiedra
2018-03-07 17:44:50-03:00,West Coast,Lana Del Rey,West Coast
2018-03-07 17:40:01-03:00,Real Slow,Miami Horror,Real Slow
2018-03-07 17:36:35-03:00,In Too Deep,Sum 41,All Killer No Filler
2018-03-07 17:32:50-03:00,Yo no te pido la luna,Javiera Mena,Esquemas juveniles
2018-03-07 17:28:32-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2018-03-07 17:25:19-03:00,Last Post on the Bugle - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2018-03-07 17:21:47-03:00,Trigger Bang (feat. Giggs),Lily Allen,Trigger Bang (feat. Giggs)
2018-03-07 17:17:25-03:00,Fighter,Christina Aguilera,Stripped
2018-03-07 17:14:00-03:00,3,Britney Spears,The Essential Britney Spears
2018-03-07 17:10:14-03:00,Love Like Mine,Miami Horror,All Possible Futures
2018-03-07 17:06:00-03:00,Gives You Hell,The All-American Rejects,When the World Comes Down
2018-03-07 17:01:51-03:00,El Sonido de los Corazones Que Se Quiebran,Alex Anwandter,Amiga
2018-03-07 16:57:56-03:00,Title and Registration,Death Cab for Cutie,Transatlanticism
2018-03-07 16:54:02-03:00,Havana,Camila Cabello,Camila
2018-03-07 09:46:44-03:00,Inbetween Days,The Cure,Greatest Hits
2018-03-07 09:42:56-03:00,But It's Better If You Do - Live In Chicago,Panic! at the Disco,Live In Chicago
2018-03-07 09:39:58-03:00,Tennis Court,Lorde,Pure Heroine
2018-03-07 09:37:40-03:00,Closer,Tegan and Sara,Heartthrob
2018-03-07 09:34:59-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-07 09:32:45-03:00,TiK ToK,Ke$ha,Animal
2018-03-07 09:28:11-03:00,Personal Jesus - single version,Depeche Mode,The Singles 86>98
2018-03-07 09:21:54-03:00,Boys,Charli XCX,Boys
2018-03-07 09:18:26-03:00,FIRST DATE,blink-182,Greatest Hits
2018-03-07 09:08:03-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2018-03-07 09:03:02-03:00,Dashboard,Modest Mouse,We Were Dead Before The Ship Even Sank
2018-03-07 08:59:03-03:00,Soul Meets Body,Death Cab for Cutie,Plans
2018-03-07 08:56:32-03:00,Traicion - En Vivo,Miranda!,En vivo sin Restricciones!
2018-03-07 08:54:34-03:00,A Little Respect - 2009 Remastered Version,Erasure,The Innocents
2018-03-07 08:51:02-03:00,Que me tome la noche,Javiera Mena,Otra Era
2018-03-07 08:47:30-03:00,Trigger Bang (feat. Giggs),Lily Allen,Trigger Bang (feat. Giggs)
2018-03-07 08:45:28-03:00,Ya Lo Sabía - En Vivo,Miranda!,Luna Magistral
2018-03-07 08:41:50-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2018-03-06 09:47:01-03:00,Tu juego,Miranda!,El Templo del Pop
2018-03-06 09:41:59-03:00,Underneath It All,No Doubt,Rock Steady [UK Version (Ltd.)]
2018-03-06 09:37:49-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears
2018-03-06 09:36:33-03:00,It's Not Unusual,Tom Jones,Velvet + Steel = Gold - Tom Jones 1964-1969
2018-03-06 09:32:33-03:00,Lisztomania,Phoenix,Lisztomania
2018-03-06 09:27:23-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2018-03-06 09:23:08-03:00,We Looked Like Giants,Death Cab for Cutie,Transatlanticism
2018-03-06 09:19:34-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2018-03-06 09:13:26-03:00,I Will Possess Your Heart - Radio Edit,Death Cab for Cutie,Narrow Stairs
2018-03-06 09:08:58-03:00,Holidays (feat. Alan Palomo),Miami Horror,Illumination
2018-03-06 09:06:06-03:00,Don - En vivo,Miranda!,Luna Magistral
2018-03-06 09:03:42-03:00,Romix - En vivo,Miranda!,Luna Magistral
2018-03-06 08:59:56-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2018-03-06 08:56:22-03:00,Can't Stand Me Now - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2018-03-06 08:49:30-03:00,Sol a Sol,Planeta No,Odio
2018-03-06 08:46:53-03:00,Havana,Camila Cabello,Camila
2018-03-05 13:01:24-03:00,Traición - En Vivo,Miranda!,Luna Magistral
2018-03-05 12:57:24-03:00,Cabros,Odisea,Odisea
2018-03-05 12:53:19-03:00,Transatlanticism,Death Cab for Cutie,Transatlanticism
2018-03-05 12:49:43-03:00,Pide,Javiera Mena,Otra Era
2018-03-05 12:46:37-03:00,I Ran,A Flock of Seagulls,80s 100 Hits
2018-03-05 12:39:01-03:00,Soy El Ring,Pedropiedra,Pedropiedra
2018-03-05 12:34:42-03:00,We Will Become Silhouettes,The Postal Service,Give Up
2018-03-05 12:32:40-03:00,22,Lily Allen,"It's Not Me, It's You [Special Edition]"
2018-03-05 12:30:40-03:00,Take Me Out,Franz Ferdinand,Franz Ferdinand
2018-03-05 12:28:09-03:00,"I'm Not a Girl, Not Yet a Woman",Britney Spears,Britney (Digital Deluxe Version)
2018-03-05 12:21:11-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2018-03-05 12:16:44-03:00,A Little Respect - 2009 Remastered Version,Erasure,The Innocents
2018-03-05 12:11:10-03:00,I'm A Slave 4 U - Remastered,Britney Spears,The Essential Britney Spears
2018-03-05 12:07:28-03:00,Who Do You Think You Are,Spice Girls,Spice
2018-03-05 12:05:16-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-05 12:03:13-03:00,Havana,Camila Cabello,Camila
2018-03-05 11:59:28-03:00,Here,Alessia Cara,Know-It-All (Deluxe)
2018-03-03 05:17:33-03:00,freebola,Glup!,Glup! 1999
2018-03-03 05:14:34-03:00,Inbetween Days (Bestival Live 2011),The Cure,Bestival Live 2011
2018-03-03 05:10:25-03:00,Alfabeto,Gepe,Audiovisión
2018-03-03 05:06:54-03:00,Un Jour Viendra,Yelle,Complètement Fou
2018-03-03 05:03:30-03:00,Naïve,The Kooks,Inside In / Inside Out
2018-03-03 04:59:59-03:00,Amiga,Alex Anwandter,Amiga
2018-03-03 04:56:42-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2018-03-03 04:53:16-03:00,TI AMO,Phoenix,Ti Amo
2018-03-03 04:49:30-03:00,Take on Me,a-ha,Hunting High and Low
2018-03-03 04:45:18-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2018-03-03 04:41:56-03:00,Time to Dance,Panic! at the Disco,A Fever You Can't Sweat Out
2018-03-03 04:36:36-03:00,Siempre Tú,Fármacos,Estado de Gracia
2018-03-03 04:33:00-03:00,Señorita,Planeta No,Matucana - EP
2018-03-03 04:30:06-03:00,"Clearest Blue - Live From Spotify House, SXSW Texas / 2016",CHVRCHES,Spotify Sessions
2018-03-03 04:26:13-03:00,Acá Entera,Javiera Mena,Mena
2018-03-03 04:22:29-03:00,Telefono,Phoenix,Ti Amo
2018-03-03 04:18:19-03:00,Quiero Conocer Tu Mundo,Fármacos,Quiero Conocer Tu Mundo
2018-03-03 04:14:30-03:00,Locomia - Reloaded Locomia / R S M / Locovox,Locomia,Imperium
2018-03-03 04:11:47-03:00,Goodbye Soleil,Phoenix,Ti Amo
2018-03-03 04:07:14-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2018-03-03 04:02:02-03:00,The Pop Kids,Pet Shop Boys,Super
2018-03-03 03:58:47-03:00,California - Tchad Blake Mix,Phantom Planet,The Guest
2018-03-03 03:54:41-03:00,"Clearest Blue - Live From Spotify House, SXSW Texas / 2016",CHVRCHES,Spotify Sessions
2018-03-03 03:47:51-03:00,Ojos Así - En Vivo,Shakira,MTV Unplugged
2018-03-03 03:44:09-03:00,Heads Will Roll,Yeah Yeah Yeahs,It's Blitz!
2018-03-03 03:40:33-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2018-03-03 03:34:20-03:00,Overprotected - The Darkchild Remix - Remastered,Britney Spears,The Essential Britney Spears
2018-03-03 03:29:20-03:00,But It's Better If You Do - Live In Chicago,Panic! at the Disco,Live In Chicago
2018-03-03 03:27:49-03:00,Boys,Charli XCX,Boys
2018-03-03 03:24:39-03:00,"Gun - Live From Spotify House, SXSW Texas / 2016",CHVRCHES,Spotify Sessions
2018-03-03 03:20:13-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2018-03-03 03:16:07-03:00,Hummer,Foals,Hummer
2018-03-03 03:07:12-03:00,The Man Who Would Be King,The Libertines,The Libertines
2018-03-03 02:52:09-03:00,Title and Registration,Death Cab for Cutie,Transatlanticism
2018-03-02 20:30:21-03:00,Mi Only One,Princesa Alba,Mi Only One
2018-03-02 20:26:36-03:00,Hola,Miranda!,El Disco De Tu Corazón
2018-03-02 20:21:52-03:00,Real Slow,Miami Horror,Real Slow
2018-03-02 20:15:58-03:00,Overprotected - The Darkchild Remix - Remastered,Britney Spears,The Essential Britney Spears
2018-03-02 20:11:27-03:00,torneo local,Dënver,Fuera de Campo
2018-03-02 20:06:01-03:00,Sufrir,Javiera Mena,Mena
2018-03-02 20:00:27-03:00,We Looked Like Giants,Death Cab for Cutie,Transatlanticism
2018-03-02 19:55:43-03:00,Don't Cha,The Pussycat Dolls,PCD (Revised International Version)
2018-03-02 19:52:33-03:00,0303456 - 1999 vrs,Raffaella carrà,Fiesta
2018-03-02 19:47:51-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2018-03-02 19:40:38-03:00,Get Out,CHVRCHES,Get Out
2018-03-02 19:34:06-03:00,Foundations - Full Version,Kate Nash,Made of Bricks (International Version)
2018-03-02 19:30:14-03:00,R S M (Rumba Samba Mambo),Locomia,Grandes Éxitos
2018-03-02 19:26:19-03:00,For Lovers,Wolfman,The Rough Trade Field Guide To Music Volume One
2018-03-02 19:23:12-03:00,Time for Heroes - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2018-03-02 19:19:55-03:00,J-Boy,Phoenix,Ti Amo
2018-03-02 19:17:09-03:00,Dashboard,Modest Mouse,We Were Dead Before The Ship Even Sank
2018-03-02 19:12:51-03:00,Misery,Gwen Stefani,This Is What the Truth Feels Like
2018-03-02 19:09:13-03:00,Title and Registration,Death Cab for Cutie,Transatlanticism
2018-03-02 19:03:31-03:00,My Enemy,CHVRCHES,My Enemy
2018-03-02 18:59:32-03:00,Love Song,Sara Bareilles,Little Voice
2018-03-02 18:57:21-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-02 18:53:14-03:00,torneo local,Dënver,Fuera de Campo
2018-03-02 18:49:50-03:00,Sol a Sol,Planeta No,Odio
2018-03-02 18:47:13-03:00,Uptown Girl,Billy Joel,The Essential Billy Joel
2018-03-02 15:52:59-03:00,Mi Only One,Princesa Alba,Mi Only One
2018-03-02 00:31:08-03:00,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derülo,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
2018-03-02 00:26:07-03:00,Underneath It All,No Doubt,Rock Steady [UK Version (Ltd.)]
2018-03-02 00:21:53-03:00,Rich Girl,Gwen Stefani,Love Angel Music Baby
2018-03-02 00:18:15-03:00,Do Somethin',Britney Spears,Greatest Hits: My Prerogative
2018-03-02 00:05:21-03:00,Boys,Charli XCX,Boys
2018-03-02 00:01:54-03:00,Booty,Jennifer Lopez,Booty
2018-03-01 23:15:13-03:00,Otra Era,Javiera Mena,Otra Era
2018-03-01 23:11:41-03:00,Trigger Bang (feat. Giggs),Lily Allen,Trigger Bang (feat. Giggs)
2018-03-01 23:09:13-03:00,Lisztomania,Phoenix,Lisztomania
2018-03-01 23:02:17-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2018-03-01 22:58:40-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2018-03-01 22:55:45-03:00,Hands to Myself,Selena Gomez,Revival (Deluxe)
2018-03-01 19:42:32-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2018-03-01 19:38:45-03:00,Ya Lo Sabía - En Vivo,Miranda!,Luna Magistral
2018-03-01 19:36:33-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-01 19:34:05-03:00,Smile,Lily Allen,"Alright, Still [Deluxe]"
2018-03-01 19:31:46-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-01 19:27:49-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-01 16:56:01-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2018-03-01 16:51:45-03:00,Sheezus,Lily Allen,Sheezus (Special Edition)
2018-03-01 16:49:05-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-03-01 16:46:32-03:00,Uptown Girl,Billy Joel,The Essential Billy Joel
2018-03-01 16:42:42-03:00,Sol a Sol,Planeta No,Odio
2018-02-25 23:44:53-03:00,Traición,Alex Anwandter,Amiga
2018-02-25 23:40:36-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2018-02-25 23:37:40-03:00,Toda La Noche,Supernova,Supernova
2018-02-25 23:33:15-03:00,Grado 3,Glup!,Wellcome Polinesia
2018-02-25 23:27:35-03:00,freebola,Glup!,Glup! 1999
2018-02-25 23:23:39-03:00,Promiscuous,Nelly Furtado,The Best of Nelly Furtado (International Version)
2018-02-25 23:16:28-03:00,El Amanecer,Javiera Mena,Mena
2018-02-25 23:12:57-03:00,Trigger Bang (feat. Giggs),Lily Allen,Trigger Bang (feat. Giggs)
2018-02-25 23:11:13-03:00,Ya No Veo Mis Zapatos,Planeta No,Matucana
2018-02-25 23:08:43-03:00,The Sound of Settling,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2018-02-25 23:05:43-03:00,Sol a Sol,Planeta No,Odio
2018-02-25 19:46:08-03:00,Yo no te pido la luna,Javiera Mena,Esquemas juveniles
2018-02-25 19:42:08-03:00,Tu Y Yo,Supernova,Supernova
2018-02-25 19:37:31-03:00,Celosía,Gepe,Hungría
2018-02-25 19:34:18-03:00,freebola,Glup!,Glup! 1999
2018-02-25 19:30:51-03:00,Manifiesto,Alex Anwandter,Amiga
2018-02-25 19:27:05-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2018-02-25 19:24:32-03:00,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret
2018-02-25 19:20:26-03:00,Las niñas quieren,Pedropiedra,Pedropiedra
2018-02-25 19:17:03-03:00,En La Naturaleza (4-3-2-1-0),Gepe,GP
2018-02-25 19:12:47-03:00,Traición,Alex Anwandter,Amiga
2018-02-25 19:08:55-03:00,Music When the Lights Go Out - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2018-02-25 19:04:46-03:00,Alfabeto,Gepe,Audiovisión
2018-02-25 19:02:43-03:00,It's Not Unusual,Tom Jones,Velvet + Steel = Gold - Tom Jones 1964-1969
2018-02-25 19:00:05-03:00,El Rey,Vicente Fernández,Historia De Un Idolo Vol.II
2018-02-25 18:55:15-03:00,Dancing on My Own,Robyn,Body Talk Pt. 1
2018-02-25 18:51:32-03:00,Un Jour Viendra,Yelle,Complètement Fou
2018-02-25 18:47:54-03:00,Make Me Like You,Gwen Stefani,This Is What the Truth Feels Like
2018-02-25 18:44:31-03:00,Crooked Teeth,Death Cab for Cutie,Plans
2018-02-25 18:40:31-03:00,Believe,Cher,Believe
2018-02-25 18:36:28-03:00,Romix - En vivo,Miranda!,Luna Magistral
2018-02-25 18:33:19-03:00,Navidad - En vivo,Miranda!,En vivo sin Restricciones!
2018-02-25 18:30:19-03:00,Inbetween Days (Bestival Live 2011),The Cure,Bestival Live 2011
2018-02-25 18:25:18-03:00,What Katie Did - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
